Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content
Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,60,15.0,10,8,550,"Vitamin A, Vitamin C"
Kashmiri Chicken Stew,Jammu and Kashmir,non-veg,none,420,10,25.0,30,6,600,"Vitamin B12, Vitamin C"
Rajma,Jammu and Kashmir,veg,none,350,50,10.0,8,6,400,"Vitamin A, Vitamin C"
Kashmiri Bread,Jammu and Kashmir,veg,gluten,200,40,2.0,6,2,300,"Vitamin B, Vitamin C"
Chicken Pulao,Jammu and Kashmir,non-veg,none,400,60,15.0,15,8,600,"Vitamin B12, Vitamin C"
Goshtaba Korma,Jammu and Kashmir,non-veg,none,500,20,35.0,40,9,750,"Vitamin B12, Vitamin C"
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,550,25,40.0,45,10,800,"Vitamin B12, Vitamin C"
Kashmiri Rice Pudding,Jammu and Kashmir,veg,dairy,350,45,10.0,20,15,400,"Vitamin A, Vitamin C"
Kashmiri Cheese Curry,Jammu and Kashmir,veg,dairy,400,20,25.0,15,8,500,"Vitamin A, Vitamin C"
Kashmiri Vegetable Soup,Jammu and Kashmir,veg,none,150,20,5.0,6,3,200,"Vitamin A, Vitamin C"
Mutton Yakhni,Jammu and Kashmir,non-veg,none,420,10,25.0,30,6,650,"Vitamin B12, Vitamin C"
Kashmiri Sweet Rice,Jammu and Kashmir,veg,nuts,350,70,5.0,30,15,400,"Vitamin A, Vitamin C"
Kashmiri Mutton Pulao,Jammu and Kashmir,non-veg,none,500,60,20.0,25,10,700,"Vitamin B12, Vitamin C"
Kashmiri Onion Kebab,Jammu and Kashmir,veg,none,350,15,15.0,10,5,400,"Vitamin A, Vitamin C"
Kashmiri Yogurt Curry,Jammu and Kashmir,veg,dairy,300,15,10.0,12,8,350,"Vitamin A, Vitamin C"
Kashmiri Veg Curry,Jammu and Kashmir,veg,none,320,30,15.0,10,6,400,"Vitamin A, Vitamin C"
Chicken Rogan Josh,Jammu and Kashmir,non-veg,none,450,12,30.0,35,6,700,"Vitamin B12, Vitamin C"
Kashmiri Saag Aloo,Jammu and Kashmir,veg,none,300,25,12.0,8,5,350,"Vitamin A, Vitamin C"
Kashmiri Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,60,10.0,12,8,500,"Vitamin A, Vitamin C"
Kashmiri Lamb Kebab,Jammu and Kashmir,non-veg,none,450,15,30.0,35,7,700,"Vitamin B12, Vitamin C"
Kashmiri Creamed Mushrooms,Jammu and Kashmir,veg,dairy,300,15,20.0,10,6,350,"Vitamin A, Vitamin C"
Kashmiri Cauliflower Curry,Jammu and Kashmir,veg,none,280,20,12.0,8,4,300,"Vitamin A, Vitamin C"
Kashmiri Chili Chicken,Jammu and Kashmir,non-veg,none,450,12,25.0,35,6,600,"Vitamin B12, Vitamin C"
Kashmiri Paneer Butter Masala,Jammu and Kashmir,veg,dairy,400,25,20.0,12,8,500,"Vitamin A, Vitamin C"
Kashmiri Dum Meat,Jammu and Kashmir,non-veg,none,500,20,35.0,40,7,750,"Vitamin B12, Vitamin C"
Kashmiri Spinach Curry,Jammu and Kashmir,veg,none,280,15,10.0,8,5,350,"Vitamin A, Vitamin C"
Kashmiri Mutton Shank,Jammu and Kashmir,non-veg,none,550,25,40.0,45,8,800,"Vitamin B12, Vitamin C"
Kashmiri Yogurt Soup,Jammu and Kashmir,veg,dairy,150,10,5.0,5,3,200,"Vitamin A, Vitamin C"
Kashmiri Saffron Rice,Jammu and Kashmir,veg,none,350,70,5.0,15,10,450,"Vitamin A, Vitamin C"
Kashmiri Spiced Fish,Jammu and Kashmir,non-veg,none,400,12,20.0,30,6,600,"Vitamin B12, Vitamin C"
Kashmiri Yogurt and Cucumber Salad,Jammu and Kashmir,veg,dairy,200,10,5.0,8,3,250,"Vitamin A, Vitamin C"
Kashmiri Dal,Jammu and Kashmir,veg,none,300,40,12.0,8,6,400,"Vitamin A, Vitamin C"
Kashmiri Lemon Rice,Jammu and Kashmir,veg,none,320,60,8.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Rajma Chawal,Jammu and Kashmir,veg,none,400,65,15.0,10,6,450,"Vitamin A, Vitamin C"
Kashmiri Ginger Chicken,Jammu and Kashmir,non-veg,none,450,10,30.0,35,7,600,"Vitamin B12, Vitamin C"
Kashmiri Grilled Fish,Jammu and Kashmir,non-veg,none,350,5,15.0,25,3,400,"Vitamin B12, Vitamin C"
Kashmiri Nut Pulao,Jammu and Kashmir,veg,nuts,400,60,12.0,10,8,500,"Vitamin A, Vitamin C"
Kashmiri Spicy Noodles,Jammu and Kashmir,veg,gluten,350,55,10.0,8,7,450,"Vitamin A, Vitamin C"
Kashmiri Mushroom Pulao,Jammu and Kashmir,veg,none,350,60,12.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Saag Paneer,Jammu and Kashmir,veg,dairy,400,20,25.0,15,8,500,"Vitamin A, Vitamin C"
Kashmiri Curd Rice,Jammu and Kashmir,veg,dairy,250,30,10.0,12,6,300,"Vitamin A, Vitamin C"
Kashmiri Lamb Chops,Jammu and Kashmir,non-veg,none,500,15,35.0,40,6,700,"Vitamin B12, Vitamin C"
Kashmiri Chicken Biryani,Jammu and Kashmir,non-veg,none,450,60,20.0,15,9,650,"Vitamin B12, Vitamin C"
Kashmiri Egg Curry,Jammu and Kashmir,veg,dairy,300,15,20.0,12,8,350,"Vitamin A, Vitamin C"
Kashmiri Veg Pakora,Jammu and Kashmir,veg,gluten,350,40,20.0,10,5,400,"Vitamin A, Vitamin C"
Kashmiri Rice and Yogurt,Jammu and Kashmir,veg,dairy,250,40,8.0,10,6,300,"Vitamin A, Vitamin C"
Kashmiri Meatballs,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,700,"Vitamin B12, Vitamin C"
Kashmiri Veg Curry with Rice,Jammu and Kashmir,veg,none,350,60,15.0,12,8,500,"Vitamin A, Vitamin C"
Kashmiri Spiced Lentils,Jammu and Kashmir,veg,none,300,40,10.0,8,6,400,"Vitamin A, Vitamin C"
Kashmiri Cauliflower Rice,Jammu and Kashmir,veg,none,250,25,8.0,6,4,300,"Vitamin A, Vitamin C"
Kashmiri Garlic Chicken,Jammu and Kashmir,non-veg,none,400,10,20.0,30,5,500,"Vitamin B12, Vitamin C"
Kashmiri Chicken Nuggets,Jammu and Kashmir,non-veg,none,350,20,15.0,20,4,450,"Vitamin B12, Vitamin C"
Kashmiri Spinach and Cheese,Jammu and Kashmir,veg,dairy,350,15,25.0,12,8,400,"Vitamin A, Vitamin C"
Kashmiri Eggplant Curry,Jammu and Kashmir,veg,none,320,25,15.0,10,5,400,"Vitamin A, Vitamin C"
Kashmiri Chicken Kebabs,Jammu and Kashmir,non-veg,none,400,12,25.0,30,7,600,"Vitamin B12, Vitamin C"
Kashmiri Yogurt with Fruit,Jammu and Kashmir,veg,dairy,200,20,5.0,15,10,250,"Vitamin A, Vitamin C"
Kashmiri Dum Chicken,Jammu and Kashmir,non-veg,none,500,15,30.0,35,7,700,"Vitamin B12, Vitamin C"
Kashmiri Veg Spring Rolls,Jammu and Kashmir,veg,gluten,350,40,15.0,12,5,450,"Vitamin A, Vitamin C"
Kashmiri Saag Meat,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,750,"Vitamin B12, Vitamin C"
Kashmiri Chickpea Curry,Jammu and Kashmir,veg,none,300,45,10.0,12,5,400,"Vitamin A, Vitamin C"
Kashmiri Stuffed Naan,Jammu and Kashmir,veg,gluten,300,50,10.0,15,5,350,"Vitamin A, Vitamin C"
Kashmiri Garlic Rice,Jammu and Kashmir,veg,none,350,60,8.0,12,5,400,"Vitamin A, Vitamin C"
Kashmiri Chicken Tikka,Jammu and Kashmir,non-veg,none,400,10,20.0,30,6,500,"Vitamin B12, Vitamin C"
Kashmiri Ghee Rice,Jammu and Kashmir,veg,dairy,350,60,12.0,8,5,400,"Vitamin A, Vitamin C"
Kashmiri Veg Kebab,Jammu and Kashmir,veg,nuts,350,25,15.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Red Rice,Jammu and Kashmir,veg,none,300,70,5.0,8,4,350,"Vitamin A, Vitamin C"
Kashmiri Green Curry,Jammu and Kashmir,veg,none,350,30,15.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Curry Rice,Jammu and Kashmir,veg,none,350,60,10.0,12,5,400,"Vitamin A, Vitamin C"
Kashmiri Vegetable Kabab,Jammu and Kashmir,veg,none,300,25,15.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Chicken Masala,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,600,"Vitamin B12, Vitamin C"
Kashmiri Sweet Kebab,Jammu and Kashmir,veg,nuts,350,35,10.0,25,10,400,"Vitamin A, Vitamin C"
Kashmiri Vegetable Pilaf,Jammu and Kashmir,veg,nuts,350,60,12.0,10,7,450,"Vitamin A, Vitamin C"
Kashmiri Lamb Shank,Jammu and Kashmir,non-veg,none,550,25,40.0,45,8,800,"Vitamin B12, Vitamin C"
Kashmiri Chicken Stew with Rice,Jammu and Kashmir,non-veg,none,450,60,15.0,20,7,650,"Vitamin B12, Vitamin C"
Kashmiri Sweet Curry,Jammu and Kashmir,veg,dairy,300,45,10.0,20,15,400,"Vitamin A, Vitamin C"
Kashmiri Cheese Kebab,Jammu and Kashmir,veg,dairy,350,20,15.0,12,8,400,"Vitamin A, Vitamin C"
Kashmiri Nutty Rice,Jammu and Kashmir,veg,nuts,350,55,12.0,15,10,450,"Vitamin A, Vitamin C"
Kashmiri Tandoori Chicken,Jammu and Kashmir,non-veg,none,500,12,30.0,35,7,600,"Vitamin B12, Vitamin C"
Kashmiri Potato Curry,Jammu and Kashmir,veg,none,320,40,10.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Prawn Curry,Jammu and Kashmir,non-veg,none,400,15,20.0,25,6,550,"Vitamin B12, Vitamin C"
Kashmiri Onion Raita,Jammu and Kashmir,veg,dairy,150,15,5.0,8,3,200,"Vitamin A, Vitamin C"
Kashmiri Lentil Soup,Jammu and Kashmir,veg,none,250,40,8.0,5,6,300,"Vitamin A, Vitamin C"
Kashmiri Carrot Halwa,Jammu and Kashmir,veg,dairy,350,45,12.0,25,15,400,"Vitamin A, Vitamin C"
Kashmiri Tandoori Veg,Jammu and Kashmir,veg,none,300,25,10.0,12,6,350,"Vitamin A, Vitamin C"
Kashmiri Spiced Rice,Jammu and Kashmir,veg,none,350,60,8.0,10,5,400,"Vitamin A, Vitamin C"
Kashmiri Mixed Veg Curry,Jammu and Kashmir,veg,none,320,30,15.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Chicken Soup,Jammu and Kashmir,non-veg,none,200,10,8.0,20,4,300,"Vitamin B12, Vitamin C"
Kashmiri Dum Chicken with Rice,Jammu and Kashmir,non-veg,none,450,60,20.0,15,7,700,"Vitamin B12, Vitamin C"
Kashmiri Masala Rice,Jammu and Kashmir,veg,none,350,60,10.0,12,5,400,"Vitamin A, Vitamin C"
Kashmiri Chicken Biryani with Yogurt,Jammu and Kashmir,non-veg,dairy,500,65,20.0,25,9,750,"Vitamin B12, Vitamin C"
Kashmiri Aloo Gobi,Jammu and Kashmir,veg,none,300,40,10.0,8,6,350,"Vitamin A, Vitamin C"
Kashmiri Yogurt Curry with Rice,Jammu and Kashmir,veg,dairy,300,50,10.0,12,6,350,"Vitamin A, Vitamin C"
Kashmiri Chicken and Veg Curry,Jammu and Kashmir,non-veg,none,450,25,30.0,35,7,650,"Vitamin B12, Vitamin C"
Kashmiri Paneer Tikka Masala,Jammu and Kashmir,veg,dairy,400,25,20.0,15,8,500,"Vitamin A, Vitamin C"
Kashmiri Rice and Meatballs,Jammu and Kashmir,non-veg,none,500,60,20.0,25,8,700,"Vitamin B12, Vitamin C"
Kashmiri Mutton Kofta,Jammu and Kashmir,non-veg,none,500,20,35.0,30,7,750,"Vitamin B12, Vitamin C"
Kashmiri Veg Pakoras,Jammu and Kashmir,veg,gluten,350,40,20.0,15,6,400,"Vitamin A, Vitamin C"
Kashmiri Spiced Naan,Jammu and Kashmir,veg,gluten,300,55,10.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Chickpea Salad,Jammu and Kashmir,veg,none,250,30,10.0,8,5,300,"Vitamin A, Vitamin C"
Kashmiri Tomato Rice,Jammu and Kashmir,veg,none,320,60,10.0,12,5,350,"Vitamin A, Vitamin C"
Kashmiri Spiced Yogurt with Veggies,Jammu and Kashmir,veg,dairy,250,25,5.0,10,6,300,"Vitamin A, Vitamin C"
Kashmiri Potato and Pea Curry,Jammu and Kashmir,veg,none,320,35,12.0,8,6,350,"Vitamin A, Vitamin C"
Kashmiri Grilled Chicken,Jammu and Kashmir,non-veg,none,400,15,25.0,30,6,500,"Vitamin B12, Vitamin C"
Kashmiri Mixed Vegetable Rice,Jammu and Kashmir,veg,none,350,55,10.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,450,25,30.0,35,7,600,"Vitamin B12, Vitamin C"
Kashmiri Veg Pilaf,Jammu and Kashmir,veg,nuts,350,60,12.0,10,7,450,"Vitamin A, Vitamin C"
Kashmiri Pulao with Nuts,Jammu and Kashmir,veg,nuts,350,55,12.0,15,8,450,"Vitamin A, Vitamin C"
Kashmiri Chicken Pulao,Jammu and Kashmir,non-veg,none,450,55,20.0,15,7,650,"Vitamin B12, Vitamin C"
Kashmiri Spiced Chickpeas,Jammu and Kashmir,veg,none,300,30,15.0,10,6,350,"Vitamin A, Vitamin C"
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,8,700,"Vitamin B12, Vitamin C"
Kashmiri Rice and Chicken,Jammu and Kashmir,non-veg,none,500,60,15.0,20,8,700,"Vitamin B12, Vitamin C"
Kashmiri Cucumber Raita,Jammu and Kashmir,veg,dairy,200,10,5.0,8,3,250,"Vitamin A, Vitamin C"
Kashmiri Mutton Curry,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,700,"Vitamin B12, Vitamin C"
Kashmiri Veg Curd Rice,Jammu and Kashmir,veg,dairy,300,35,12.0,15,6,350,"Vitamin A, Vitamin C"
Kashmiri Chicken and Vegetable Biryani,Jammu and Kashmir,non-veg,none,500,65,25.0,20,8,750,"Vitamin B12, Vitamin C"
Kashmiri Veg Meatballs,Jammu and Kashmir,veg,none,300,25,15.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Lentil Curry,Jammu and Kashmir,veg,none,300,40,10.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Rice with Nuts,Jammu and Kashmir,veg,nuts,350,60,12.0,10,7,450,"Vitamin A, Vitamin C"
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,300,30,12.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Chicken with Nuts,Jammu and Kashmir,non-veg,nuts,450,20,30.0,35,7,650,"Vitamin B12, Vitamin C"
Kashmiri Yogurt and Veggie Salad,Jammu and Kashmir,veg,dairy,200,15,5.0,8,3,250,"Vitamin A, Vitamin C"
Kashmiri Spiced Cauliflower,Jammu and Kashmir,veg,none,300,20,12.0,8,5,350,"Vitamin A, Vitamin C"
Kashmiri Lamb and Spinach Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,8,700,"Vitamin B12, Vitamin C"
Kashmiri Veg Curry with Yoghurt,Jammu and Kashmir,veg,dairy,300,30,15.0,10,6,350,"Vitamin A, Vitamin C"
Kashmiri Eggplant and Potato Curry,Jammu and Kashmir,veg,none,320,35,12.0,10,6,350,"Vitamin A, Vitamin C"
Kashmiri Chicken Korma,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,700,"Vitamin B12, Vitamin C"
Kashmiri Rajma with Rice,Jammu and Kashmir,veg,none,400,60,15.0,10,7,450,"Vitamin A, Vitamin C"
Kashmiri Nutty Curry,Jammu and Kashmir,veg,nuts,350,45,12.0,20,10,400,"Vitamin A, Vitamin C"
Kashmiri Sweet Rice,Jammu and Kashmir,veg,dairy,350,55,15.0,25,15,400,"Vitamin A, Vitamin C"
Kashmiri Chicken and Rice with Yogurt,Jammu and Kashmir,non-veg,dairy,500,60,20.0,20,9,750,"Vitamin B12, Vitamin C"
Kashmiri Spinach with Chicken,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,600,"Vitamin B12, Vitamin C"
Kashmiri Mixed Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,65,15.0,10,7,500,"Vitamin A, Vitamin C"
Kashmiri Lamb Kofta Curry,Jammu and Kashmir,non-veg,none,500,20,35.0,40,8,700,"Vitamin B12, Vitamin C"
Kashmiri Veg and Meat Curry,Jammu and Kashmir,non-veg,none,500,25,30.0,35,8,700,"Vitamin B12, Vitamin C"
Kashmiri Chicken and Mushroom Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,7,700,"Vitamin B12, Vitamin C"
Kashmiri Chicken and Veg Biryani,Jammu and Kashmir,non-veg,none,500,65,20.0,25,9,750,"Vitamin B12, Vitamin C"
Kashmiri Mushroom and Spinach Curry,Jammu and Kashmir,veg,none,320,30,15.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Cucumber Salad with Yogurt,Jammu and Kashmir,veg,dairy,200,20,5.0,10,5,250,"Vitamin A, Vitamin C"
Kashmiri Saag Rice,Jammu and Kashmir,veg,none,320,55,10.0,12,6,350,"Vitamin A, Vitamin C"
Kashmiri Veg Korma,Jammu and Kashmir,veg,dairy,350,25,15.0,15,7,400,"Vitamin A, Vitamin C"
Kashmiri Sweet Lentils,Jammu and Kashmir,veg,none,300,30,10.0,20,15,350,"Vitamin A, Vitamin C"
Kashmiri Chicken and Vegetable Pilaf,Jammu and Kashmir,non-veg,none,500,60,20.0,15,8,700,"Vitamin B12, Vitamin C"
Kashmiri Veg and Nuts Pilaf,Jammu and Kashmir,veg,nuts,350,55,12.0,15,8,450,"Vitamin A, Vitamin C"
Kashmiri Spinach Rice,Jammu and Kashmir,veg,none,320,50,10.0,10,5,350,"Vitamin A, Vitamin C"
Kashmiri Chicken and Nut Pilaf,Jammu and Kashmir,non-veg,nuts,450,55,20.0,15,7,650,"Vitamin B12, Vitamin C"
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,350,30,15.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Lamb and Chickpea Curry,Jammu and Kashmir,non-veg,none,500,25,35.0,40,8,700,"Vitamin B12, Vitamin C"
Kashmiri Chicken Tandoori,Jammu and Kashmir,non-veg,none,400,12,25.0,30,6,500,"Vitamin B12, Vitamin C"
Kashmiri Carrot Rice,Jammu and Kashmir,veg,none,320,55,10.0,12,6,350,"Vitamin A, Vitamin C"
Kashmiri Chicken and Veg Pilaf,Jammu and Kashmir,non-veg,none,500,55,20.0,15,8,700,"Vitamin B12, Vitamin C"
Kashmiri Lentil and Vegetable Curry,Jammu and Kashmir,veg,none,300,35,12.0,10,6,350,"Vitamin A, Vitamin C"
Kashmiri Chicken and Pea Curry,Jammu and Kashmir,non-veg,none,450,20,30.0,35,7,600,"Vitamin B12, Vitamin C"
Kashmiri Rice and Lentil Soup,Jammu and Kashmir,veg,none,350,45,12.0,8,6,400,"Vitamin A, Vitamin C"
Kashmiri Chicken with Rice and Nuts,Jammu and Kashmir,non-veg,nuts,500,55,20.0,15,7,650,"Vitamin B12, Vitamin C"
Kashmiri Mixed Vegetable Soup,Jammu and Kashmir,veg,none,250,30,8.0,5,6,300,"Vitamin A, Vitamin C"
Kashmiri Saag and Chicken Curry,Jammu and Kashmir,non-veg,none,500,30,35.0,40,8,700,"Vitamin B12, Vitamin C"
Kashmiri Chicken and Spinach Pilaf,Jammu and Kashmir,non-veg,none,500,55,20.0,15,7,650,"Vitamin B12, Vitamin C"
Kashmiri Vegetable and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,60,25.0,20,8,700,"Vitamin B12, Vitamin C"
Kashmiri Mixed Vegetable and Nut Curry,Jammu and Kashmir,veg,nuts,350,45,15.0,20,10,400,"Vitamin A, Vitamin C"
Kashmiri Chicken Biryani with Nuts,Jammu and Kashmir,non-veg,nuts,500,60,25.0,20,8,750,"Vitamin B12, Vitamin C"
Kashmiri Vegetable and Lentil Soup,Jammu and Kashmir,veg,none,300,35,12.0,10,6,350,"Vitamin A, Vitamin C"
Kashmiri Chicken and Chickpea Pilaf,Jammu and Kashmir,non-veg,none,500,60,20.0,15,7,700,"Vitamin B12, Vitamin C"
Kashmiri Chicken and Vegetable Stew,Jammu and Kashmir,non-veg,none,500,60,20.0,15,8,700,"Vitamin B12, Vitamin C"
Kashmiri Rice and Veggie Curry,Jammu and Kashmir,veg,none,350,55,12.0,10,6,400,"Vitamin A, Vitamin C"
Kashmiri Chicken and Potato Stew,Jammu and Kashmir,non-veg,none,500,30,35.0,40,7,650,"Vitamin B12, Vitamin C"
Kashmiri Vegetable and Chicken Stew,Jammu and Kashmir,non-veg,none,500,60,20.0,15,8,700,"Vitamin B12, Vitamin C"
Kashmiri Spinach and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,60,25.0,20,8,700,"Vitamin B12, Vitamin C"
Kashmiri Vegetable and Chickpea Biryani,Jammu and Kashmir,veg,nuts,400,65,15.0,10,7,500,"Vitamin A, Vitamin C"
Kashmiri Chicken and Lentil Biryani,Jammu and Kashmir,non-veg,none,500,65,20.0,25,8,750,"Vitamin B12, Vitamin C"
Kashmiri Mixed Veg Biryani,Jammu and Kashmir,veg,nuts,400,60,15.0,10,7,500,"Vitamin A, Vitamin C"
Kashmiri Vegetable and Chicken Korma,Jammu and Kashmir,non-veg,dairy,500,25,30.0,35,7,650,"Vitamin B12, Vitamin C"
Kashmiri Lamb and Veg Korma,Jammu and Kashmir,non-veg,dairy,500,25,30.0,35,7,650,"Vitamin B12, Vitamin C"
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,500,25,30.0,35,8,650,"Vitamin B12, Vitamin C"
Kashmiri Vegetable and Nut Biryani,Jammu and Kashmir,veg,nuts,400,60,15.0,10,7,500,"Vitamin A, Vitamin C"
Butter Chicken,Delhi,Non-Veg,"Dairy, Nuts",490,16,28.0,34,6,850,"Vitamin A, B12"
Chole Bhature,Delhi,Veg,"Gluten, Dairy",550,68,22.0,16,6,920,"Vitamin C, B6"
Paneer Tikka,Delhi,Veg,Dairy,270,12,18.0,14,4,500,"Vitamin A, D"
Aloo Paratha,Delhi,Veg,"Gluten, Dairy",330,42,14.0,6,2,700,"Vitamin C, B6"
Rajma Chawal,Delhi,Veg,None,430,70,8.0,15,6,780,"Vitamin C, B6"
Dahi Bhalla,Delhi,Veg,Dairy,200,24,5.0,7,3,300,"Vitamin B12, D"
Pav Bhaji,Delhi,Veg,"Gluten, Dairy",400,55,16.0,8,6,650,"Vitamin A, C"
Mutton Korma,Delhi,Non-Veg,None,580,10,42.0,35,3,750,"Vitamin B12, D"
Aloo Tikki,Delhi,Veg,None,180,24,7.0,3,1,340,Vitamin C
Kebabs,Delhi,Non-Veg,None,320,8,28.0,25,1,600,"Vitamin B12, D"
Palak Paneer,Delhi,Veg,Dairy,290,14,20.0,13,4,500,"Vitamin A, K"
Chicken Biryani,Delhi,Non-Veg,None,460,55,16.0,25,4,800,"Vitamin A, B6"
Aloo Chaat,Delhi,Veg,None,160,28,6.0,2,2,400,"Vitamin C, A"
Kachori,Delhi,Veg,Gluten,310,38,14.0,6,1,620,"Vitamin C, B6"
Matar Kulcha,Delhi,Veg,Gluten,380,60,12.0,10,4,700,"Vitamin C, B6"
Tandoori Chicken,Delhi,Non-Veg,None,300,5,20.0,35,1,650,"Vitamin B6, B12"
Dal Makhani,Delhi,Veg,Dairy,320,34,16.0,14,3,600,"Vitamin B6, C"
Bhindi Masala,Delhi,Veg,None,180,22,10.0,4,2,450,"Vitamin C, A"
Samosa,Delhi,Veg,Gluten,260,32,14.0,6,2,550,"Vitamin C, B6"
Chicken Shawarma,Delhi,Non-Veg,None,420,45,16.0,26,3,850,"Vitamin B6, B12"
Pani Puri,Delhi,Veg,Gluten,120,20,5.0,2,2,300,Vitamin C
Shahi Paneer,Delhi,Veg,"Dairy, Nuts",400,20,30.0,14,5,700,"Vitamin A, D"
Mutton Rogan Josh,Delhi,Non-Veg,None,480,8,36.0,30,2,820,"Vitamin B6, B12"
Pulao,Delhi,Veg,None,350,60,8.0,7,4,500,"Vitamin A, B6"
Gol Gappe,Delhi,Veg,Gluten,150,30,5.0,3,3,400,Vitamin C
Kathi Roll,Delhi,Non-Veg,"Gluten, Dairy",360,42,15.0,18,4,720,"Vitamin B6, B12"
Chana Masala,Delhi,Veg,None,320,45,8.0,12,5,620,"Vitamin C, B6"
Bhatura,Delhi,Veg,"Gluten, Dairy",220,30,10.0,5,2,400,Vitamin B6
Seekh Kebab,Delhi,Non-Veg,None,380,6,28.0,30,1,680,Vitamin B12
Vegetable Biryani,Delhi,Veg,None,400,60,12.0,10,5,700,"Vitamin A, B6"
Chilli Paneer,Delhi,Veg,Dairy,350,20,22.0,15,3,600,"Vitamin A, C"
Masala Dosa,Delhi,Veg,Gluten,230,40,8.0,6,3,600,Vitamin C
Chicken Tikka,Delhi,Non-Veg,None,310,8,22.0,28,2,650,"Vitamin B12, D"
Malai Kofta,Delhi,Veg,"Dairy, Nuts",420,20,32.0,12,4,700,"Vitamin A, D"
Bhel Puri,Delhi,Veg,Gluten,160,32,6.0,3,2,300,Vitamin C
Bhindi Do Pyaza,Delhi,Veg,None,200,24,10.0,5,2,450,"Vitamin A, C"
Egg Curry,Delhi,Non-Veg,None,340,12,22.0,18,2,600,"Vitamin B12, D"
Lamb Biryani,Delhi,Non-Veg,None,500,65,18.0,30,4,850,"Vitamin A, B6"
Paneer Butter Masala,Delhi,Veg,Dairy,450,20,36.0,14,5,750,"Vitamin A, D"
Chicken Korma,Delhi,Non-Veg,"Dairy, Nuts",530,12,38.0,28,3,750,"Vitamin B12, D"
Aloo Gobi,Delhi,Veg,None,180,22,10.0,4,2,450,"Vitamin C, B6"
Fish Curry,Delhi,Non-Veg,None,370,10,28.0,25,2,700,"Vitamin D, B12"
Chole Puri,Delhi,Veg,Gluten,460,58,20.0,12,4,850,"Vitamin C, B6"
Kadhi Pakora,Delhi,Veg,"Dairy, Gluten",250,28,12.0,6,3,500,Vitamin C
Mango Lassi,Delhi,Veg,Dairy,220,36,6.0,5,20,150,"Vitamin A, C"
Paratha,Delhi,Veg,Gluten,300,40,12.0,6,2,600,Vitamin B6
Dhokla,Delhi,Veg,None,150,30,2.0,4,4,350,"Vitamin C, B6"
Murg Malai Tikka,Delhi,Non-Veg,Dairy,320,6,22.0,30,2,680,Vitamin B12
Raita,Delhi,Veg,Dairy,90,8,4.0,3,3,150,"Vitamin A, D"
Vegetable Momos,Delhi,Veg,Gluten,200,36,5.0,6,2,400,"Vitamin C, B6"
Chicken Momos,Delhi,Non-Veg,Gluten,240,35,8.0,12,2,450,Vitamin B6
Khasta Kachori,Delhi,Veg,Gluten,280,36,14.0,6,1,600,Vitamin C
Bharwa Baingan,Delhi,Veg,None,210,24,10.0,5,2,450,"Vitamin C, A"
Dal Tadka,Delhi,Veg,None,260,36,12.0,8,2,450,"Vitamin B6, C"
Vegetable Spring Roll,Delhi,Veg,Gluten,240,36,10.0,6,3,500,Vitamin C
Haleem,Delhi,Non-Veg,Gluten,500,35,22.0,30,4,850,Vitamin B12
Papdi Chaat,Delhi,Veg,Gluten,280,40,12.0,6,4,500,Vitamin C
Vegetable Sandwich,Delhi,Veg,Gluten,240,36,8.0,6,3,500,Vitamin C
Aloo Puri,Delhi,Veg,Gluten,400,50,16.0,8,4,700,"Vitamin C, B6"
